"seqnames","qry_id","ref_id","qry_gene_id","ref_gene_id","gene_name","class_code","strand","start","end","len","num_exons","prediction","rnamining_score","exon","classification"
"7","BambuTx888","ENST00000458191","ENSG00000136273","ENSG00000136273","HUS1","j","-",47963290,47979588,2311,9,"non-coding",0.99989706,"multi-exonic","multiexon SJ match"
"7","BambuTx889","ENST00000473723","ENSG00000164744","ENSG00000164744","SUN3","j","-",47987148,48000249,801,5,"non-coding",0.9999991,"multi-exonic","multiexon SJ match"
"1","BambuTx89","ENST00000768408","ENSG00000236846","ENSG00000236846","ENSG00000236846","j","+",223143347,223149161,1526,2,"non-coding",0.9999984,"multi-exonic","multiexon SJ match"
"7","BambuTx890","-","BambuGene18384","-",NA,"u","+",54985566,55000507,1360,2,"non-coding",0.9999986,"multi-exonic","intergenic"
"7","BambuTx891","ENST00000658294","ENSG00000233288","ENSG00000233288","ENSG00000233288","j","-",56509302,56538145,4256,3,"non-coding",0.999999,"multi-exonic","multiexon SJ match"
"7","BambuTx892","ENST00000355095","ENSG00000234444","ENSG00000234444","ZNF736","j","+",64313958,64338097,738,4,"non-coding",0.99997985,"multi-exonic","multiexon SJ match"
"7","BambuTx893","ENST00000355095","ENSG00000287985","ENSG00000234444","ZNF736","j","+",64313958,64376269,2122,4,"non-coding",0.99999666,"multi-exonic","multiexon SJ match"
"7","BambuTx894","ENST00000359735","ENSG00000197008","ENSG00000197008","ZNF138","j","+",64794408,64799506,609,3,"non-coding",0.9998413,"multi-exonic","multiexon SJ match"
"7","BambuTx895","ENST00000359735","ENSG00000197008","ENSG00000197008","ZNF138","j","+",64794409,64799506,479,2,"non-coding",0.9999677,"multi-exonic","multiexon SJ match"
"7","BambuTx896","ENST00000489672","ENSG00000198039","ENSG00000198039","ZNF273","j","+",64903247,64924218,1229,4,"non-coding",0.9999909,"multi-exonic","multiexon SJ match"
"7","BambuTx897","ENST00000489672","ENSG00000198039","ENSG00000198039","ZNF273","j","+",64903250,64924218,1315,5,"non-coding",0.9999875,"multi-exonic","multiexon SJ match"
"7","BambuTx898","ENST00000714027","ENSG00000152926","ENSG00000152926","ZNF117","j","-",64979235,64999444,1281,7,"non-coding",0.99988985,"multi-exonic","multiexon SJ match"
"7","BambuTx899","ENST00000394323","ENSG00000213462","ENSG00000213462","ERV3-1","j","-",64990356,64999444,3383,2,"non-coding",0.9999993,"multi-exonic","multiexon SJ match"
"1","BambuTx9","ENST00000445884","ENSG00000228150","ENSG00000228150","ENSG00000228150","j","+",9943435,9949801,245,2,"non-coding",0.9987646,"multi-exonic","multiexon SJ match"
"1","BambuTx90","ENST00000608949","ENSG00000181450","ENSG00000181450","ZNF678","j","+",227563531,227679197,2602,5,"non-coding",0.99997133,"multi-exonic","multiexon SJ match"
"7","BambuTx900","-","BambuGene18421","-",NA,"u","+",65476119,65481727,2721,4,"non-coding",0.9999992,"multi-exonic","intergenic"
"7","BambuTx901","-","BambuGene18421","-",NA,"u","+",65478038,65481727,1819,3,"non-coding",0.9999997,"multi-exonic","intergenic"
"7","BambuTx902","ENST00000693151","ENSG00000226824","ENSG00000226824","ENSG00000226824","j","+",66682129,66685692,463,2,"non-coding",0.99911606,"multi-exonic","multiexon SJ match"
"7","BambuTx903","ENST00000420758","ENSG00000233423","ENSG00000233423","ENSG00000233423","j","-",67681806,67697042,420,2,"non-coding",0.96563023,"multi-exonic","multiexon SJ match"
"7","BambuTx905","ENST00000318622","BambuGene19233","ENSG00000005486",NA,"x","-",75879034,75888926,784,2,"non-coding",0.99983066,"multi-exonic","antisense"
"7","BambuTx906","ENST00000492979","ENSG00000146700","ENSG00000146700","SSC4D","j","-",76389337,76393233,1211,3,"non-coding",0.9986485,"multi-exonic","multiexon SJ match"
"7","BambuTx907","-","BambuGene19278","-",NA,"u","-",81251713,81267624,603,2,"non-coding",0.999973,"multi-exonic","intergenic"
"7","BambuTx908","ENST00000341119","ENSG00000075303","ENSG00000075303","SLC25A40","j","-",87836096,87876358,1624,13,"non-coding",0.9999909,"multi-exonic","multiexon SJ match"
"7","BambuTx909","ENST00000454222","ENSG00000127989","ENSG00000127989","MTERF1","j","-",91800993,91880714,459,4,"non-coding",0.9946306,"multi-exonic","multiexon SJ match"
"1","BambuTx91","ENST00000366691","ENSG00000116574","ENSG00000116574","RHOU","j","+",228646796,228744993,1903,3,"non-coding",0.9999703,"multi-exonic","multiexon SJ match"
"7","BambuTx910","ENST00000787391","BambuGene19296","ENSG00000302505",NA,"i","-",95686113,95691611,398,3,"non-coding",0.99987364,"multi-exonic","intronic"
"7","BambuTx911","ENST00000787391","BambuGene19296","ENSG00000302505",NA,"i","-",95687670,95691606,456,3,"non-coding",0.99812967,"multi-exonic","intronic"
"7","BambuTx912","ENST00000494186","ENSG00000198556","ENSG00000198556","ZNF789","j","+",99500369,99501551,1085,2,"non-coding",0.99999607,"multi-exonic","multiexon SJ match"
"7","BambuTx913","ENST00000408938","BambuGene18590","ENSG00000221909",NA,"i","+",99552154,99555957,1660,3,"non-coding",0.9999996,"multi-exonic","intronic"
"7","BambuTx915","ENST00000742310","ENSG00000296796","ENSG00000296796","ENSG00000296796","j","-",101662245,101677989,361,2,"non-coding",0.99962956,"multi-exonic","multiexon SJ match"
"7","BambuTx916","ENST00000484974","ENSG00000290830","ENSG00000290830","ENSG00000290830","j","+",102363858,102380633,499,5,"non-coding",0.9999411,"multi-exonic","multiexon SJ match"
"7","BambuTx917","ENST00000476151","ENSG00000267645","ENSG00000267645","POLR2J2-UPK3BL1","j","-",102637025,102671730,1536,8,"non-coding",0.99981666,"multi-exonic","multiexon SJ match"
"7","BambuTx918","ENST00000005259","ENSG00000288558","ENSG00000075790","BCAP29","j","+",107580246,107621870,1238,8,"non-coding",0.99997723,"multi-exonic","multiexon SJ match"
"1","BambuTx92","ENST00000425104","ENSG00000236358","ENSG00000236358","ENSG00000236358","j","+",234356988,234359418,992,2,"non-coding",0.9999843,"multi-exonic","multiexon SJ match"
"7","BambuTx920","ENST00000656866","ENSG00000237813","ENSG00000237813","ENSG00000237813","j","-",116416106,116499524,1067,5,"non-coding",0.9999775,"multi-exonic","multiexon SJ match"
"7","BambuTx921","ENST00000430985","ENSG00000106025","ENSG00000106025","TSPAN12","j","-",120855111,120858335,678,4,"non-coding",0.99999213,"multi-exonic","multiexon SJ match"
"7","BambuTx922","ENST00000222747","ENSG00000106025","ENSG00000106025","TSPAN12","j","-",120855114,120858135,720,3,"non-coding",0.99998057,"multi-exonic","multiexon SJ match"
"7","BambuTx926","ENST00000610776","BambuGene18707","ENSG00000135253",NA,"x","+",128890943,128899916,642,3,"non-coding",0.99961704,"multi-exonic","antisense"
"7","BambuTx927","ENST00000754121","ENSG00000298254","ENSG00000298254","ENSG00000298254","j","+",130577155,130589946,281,2,"non-coding",0.98580325,"multi-exonic","multiexon SJ match"
"7","BambuTx928","ENST00000262570","ENSG00000106554","ENSG00000106554","CHCHD3","j","-",133080813,133082095,475,2,"non-coding",0.9999884,"multi-exonic","multiexon SJ match"
"7","BambuTx929","ENST00000310018","ENSG00000105929","ENSG00000105929","ATP6V0A4","j","-",138706294,138729585,1054,6,"non-coding",0.9999961,"multi-exonic","multiexon SJ match"
"1","BambuTx93","ENST00000282841","ENSG00000285053","ENSG00000152904","GGPS1","j","+",235328957,235343097,2795,4,"non-coding",0.9999999,"multi-exonic","multiexon SJ match"
"7","BambuTx930","ENST00000495257","ENSG00000157800","ENSG00000157800","SLC37A3","j","-",140379534,140398505,713,4,"non-coding",0.9998899,"multi-exonic","multiexon SJ match"
"7","BambuTx931","ENST00000378099","ENSG00000196511","ENSG00000196511","TPK1","j","-",144681491,144836044,653,5,"non-coding",0.99999917,"multi-exonic","multiexon SJ match"
"7","BambuTx933","ENST00000603054","BambuGene19566","ENSG00000270405",NA,"x","-",152366929,152367261,202,2,"non-coding",0.93244356,"multi-exonic","antisense"
"7","BambuTx935","ENST00000637398","ENSG00000283128","ENSG00000283128","ENSG00000283128","j","-",155642753,155644182,597,3,"non-coding",0.9999941,"multi-exonic","multiexon SJ match"
"8","BambuTx936","ENST00000772857","ENSG00000300597","ENSG00000300597","ENSG00000300597","j","-",6862075,6865582,482,2,"non-coding",0.9999772,"multi-exonic","multiexon SJ match"
"8","BambuTx937","ENST00000812765","BambuGene19966","ENSG00000305749",NA,"i","-",8469918,8471314,681,2,"non-coding",0.9999854,"multi-exonic","intronic"
"8","BambuTx938","ENST00000733758","ENSG00000295900","ENSG00000295900","ENSG00000295900","j","-",9121584,9150687,474,3,"non-coding",0.93292737,"multi-exonic","multiexon SJ match"
"8","BambuTx939","ENST00000529336","ENSG00000171044","ENSG00000171044","XKR6","j","-",11111731,11200343,415,3,"non-coding",0.9999901,"multi-exonic","multiexon SJ match"
"1","BambuTx94","ENST00000697248","ENSG00000143669","ENSG00000143669","LYST","j","-",235871962,235909803,1023,3,"non-coding",0.9999835,"multi-exonic","multiexon SJ match"
"8","BambuTx940","ENST00000286479","ENSG00000271654","ENSG00000156006",NA,"x","-",18399715,18426451,1115,4,"non-coding",0.99999535,"multi-exonic","antisense"
"8","BambuTx941","ENST00000327040","BambuGene19606","ENSG00000156011",NA,"i","+",18978903,18979318,273,2,"non-coding",0.91246045,"multi-exonic","intronic"
"8","BambuTx942","ENST00000660401","BambuGene19970","ENSG00000254242",NA,"x","-",19139767,19141557,251,2,"non-coding",0.9996543,"multi-exonic","antisense"
"8","BambuTx943","ENST00000518852","ENSG00000120910","ENSG00000120910","PPP3CC","j","+",22441072,22477837,901,4,"non-coding",0.99999714,"multi-exonic","multiexon SJ match"
"8","BambuTx944","ENST00000450780","BambuGene19986","ENSG00000248235",NA,"i","-",22596137,22597406,478,2,"non-coding",0.9997404,"multi-exonic","intronic"
"8","BambuTx945","ENST00000397703","ENSG00000284948","ENSG00000284948","ENSG00000284948","j","+",23084393,23091261,483,3,"non-coding",0.9999997,"multi-exonic","multiexon SJ match"
"8","BambuTx946","ENST00000521731","BambuGene19646","ENSG00000253690",NA,"i","+",28257805,28259363,407,3,"non-coding",0.99999946,"multi-exonic","intronic"
"8","BambuTx948","-","BambuGene20053","-",NA,"u","-",42559956,42568216,2149,2,"non-coding",0.9999801,"multi-exonic","intergenic"
"1","BambuTx95","ENST00000786959","ENSG00000302457","ENSG00000302457","ENSG00000302457","j","+",235909077,235936376,900,2,"non-coding",0.9999985,"multi-exonic","multiexon SJ match"
"8","BambuTx950","-","BambuGene20084","-",NA,"u","-",53136108,53143253,1265,2,"non-coding",0.99999744,"multi-exonic","intergenic"
"8","BambuTx951","ENST00000834759","BambuGene20086","ENSG00000237807",NA,"i","-",53436117,53442830,2026,2,"non-coding",0.9999962,"multi-exonic","intronic"
"8","BambuTx952","ENST00000523064","ENSG00000147509","ENSG00000147509","RGS20","j","+",53879835,53913811,519,2,"non-coding",0.9998978,"multi-exonic","multiexon SJ match"
"8","BambuTx953","ENST00000396401","BambuGene19706","ENSG00000187735",NA,"x","+",54022019,54043008,1204,3,"non-coding",0.9999892,"multi-exonic","antisense"
"8","BambuTx955","ENST00000276570","ENSG00000147570","ENSG00000147570","DNAJC5B","j","+",66065149,66100456,1037,4,"non-coding",0.9427525,"multi-exonic","multiexon SJ match"
"8","BambuTx956","ENST00000522977","ENSG00000169085","ENSG00000169085","VXN","j","+",66512572,66516698,1286,3,"non-coding",0.9999963,"multi-exonic","multiexon SJ match"
"8","BambuTx957","ENST00000522977","ENSG00000169085","ENSG00000169085","VXN","j","+",66513007,66516698,1149,3,"non-coding",0.99999416,"multi-exonic","multiexon SJ match"
"8","BambuTx959","ENST00000284818","ENSG00000154589","ENSG00000154589","LY96","j","+",73991360,74032658,807,5,"non-coding",0.99999875,"multi-exonic","multiexon SJ match"
"8","BambuTx960","ENST00000494318","ENSG00000164749","ENSG00000164749","HNF4G","j","+",75407678,75513586,911,3,"non-coding",0.99997467,"multi-exonic","multiexon SJ match"
"8","BambuTx961","ENST00000522938","ENSG00000276418","ENSG00000276418","ENSG00000276418","j","-",79918718,80171566,1171,7,"non-coding",0.99793977,"multi-exonic","multiexon SJ match"
"8","BambuTx963","ENST00000812840","ENSG00000305765","ENSG00000305765","ENSG00000305765","j","+",95133830,95176384,1659,3,"non-coding",0.99998206,"multi-exonic","multiexon SJ match"
"8","BambuTx964","ENST00000430223","ENSG00000104361","ENSG00000104361","NIPAL2","j","-",98289405,98294235,513,2,"non-coding",0.9995547,"multi-exonic","multiexon SJ match"
"8","BambuTx965","ENST00000524319","ENSG00000186106","ENSG00000186106","ANKRD46","j","-",100550479,100559755,1136,2,"non-coding",0.9999906,"multi-exonic","multiexon SJ match"
"8","BambuTx966","ENST00000746647","ENSG00000253395","ENSG00000253395","LINC03044","j","-",101121581,101126871,2014,3,"non-coding",0.999998,"multi-exonic","multiexon SJ match"
"8","BambuTx967","ENST00000774124","ENSG00000300803","ENSG00000300803","ENSG00000300803","j","+",101425781,101437039,1955,4,"non-coding",0.99998736,"multi-exonic","multiexon SJ match"
"8","BambuTx968","ENST00000705950","ENSG00000176406","ENSG00000176406","RIMS2","j","+",104178246,104252532,1572,6,"non-coding",0.9999977,"multi-exonic","multiexon SJ match"
"8","BambuTx969","ENST00000521369","ENSG00000164830","ENSG00000164830","OXR1","j","+",106270249,106272774,936,2,"non-coding",0.99998933,"multi-exonic","multiexon SJ match"
"1","BambuTx97","ENST00000689658","BambuGene986","ENSG00000289439",NA,"i","+",244322376,244324472,500,2,"non-coding",0.6525228,"multi-exonic","intronic"
"8","BambuTx970","ENST00000640765","BambuGene19827","ENSG00000104447",NA,"i","+",115576594,115583047,687,2,"non-coding",0.99999475,"multi-exonic","intronic"
"8","BambuTx971","ENST00000718400","ENSG00000253819","ENSG00000253819","LINC01151","j","-",122485195,122568684,417,4,"non-coding",0.99924916,"multi-exonic","multiexon SJ match"
"8","BambuTx972","ENST00000287380","ENSG00000156787","ENSG00000156787","TBC1D31","j","+",123072702,123077480,398,3,"non-coding",0.9998614,"multi-exonic","multiexon SJ match"
"8","BambuTx975","ENST00000638588","ENSG00000184156","ENSG00000184156","KCNQ3","j","-",132283358,132321545,389,2,"non-coding",0.99984086,"multi-exonic","multiexon SJ match"
"8","BambuTx976","ENST00000721478","ENSG00000294149","ENSG00000294149","ENSG00000294149","j","-",135185753,135187684,534,2,"non-coding",0.99995095,"multi-exonic","multiexon SJ match"
"8","BambuTx977","ENST00000301263","ENSG00000167656","ENSG00000167656","LY6D","j","-",142784882,142789528,803,3,"non-coding",0.99996424,"multi-exonic","multiexon SJ match"
"8","BambuTx978","ENST00000520466","ENSG00000305126","ENSG00000160932","LY6E","j","+",143018508,143032420,792,4,"non-coding",0.9988546,"multi-exonic","multiexon SJ match"
"8","BambuTx979","-","BambuGene20319","-",NA,"u","-",143174200,143175772,1015,2,"non-coding",0.9999932,"multi-exonic","intergenic"
"1","BambuTx98","ENST00000697408","BambuGene1007","ENSG00000162711",NA,"i","+",247373120,247373742,427,2,"non-coding",0.99934536,"multi-exonic","intronic"
"9","BambuTx980","ENST00000487557","ENSG00000107018","ENSG00000107018","RLN1","j","-",5308030,5339408,516,3,"non-coding",0.997798,"multi-exonic","multiexon SJ match"
"9","BambuTx981","ENST00000358227","BambuGene20362","ENSG00000137038",NA,"x","+",7798344,7799787,631,2,"non-coding",0.9923704,"multi-exonic","antisense"
"9","BambuTx982","ENST00000803542","ENSG00000235448","ENSG00000235448","LURAP1L-AS1","j","-",12779267,12814405,1340,3,"non-coding",0.9999978,"multi-exonic","multiexon SJ match"
"9","BambuTx983","ENST00000512701","BambuGene20364","ENSG00000155158",NA,"x","+",15167029,15168162,812,2,"non-coding",0.99999416,"multi-exonic","antisense"
"9","BambuTx984","ENST00000505732","ENSG00000155158","ENSG00000155158","TTC39B","j","-",15305570,15307220,842,2,"non-coding",0.99999887,"multi-exonic","multiexon SJ match"
"9","BambuTx985","ENST00000754610","ENSG00000298303","ENSG00000298303","ENSG00000298303","j","+",16337662,16348941,527,2,"non-coding",0.9999926,"multi-exonic","multiexon SJ match"
"9","BambuTx987","ENST00000380249","ENSG00000188352","ENSG00000188352","FOCAD","j","+",20658331,20673912,558,3,"non-coding",0.99999607,"multi-exonic","multiexon SJ match"
"9","BambuTx988","ENST00000718394","ENSG00000198642","ENSG00000198642","KLHL9","j","-",21324052,21335401,780,4,"non-coding",0.999954,"multi-exonic","multiexon SJ match"
"9","BambuTx989","ENST00000718395","ENSG00000198642","ENSG00000198642","KLHL9","j","-",21324052,21335401,575,2,"non-coding",0.99995697,"multi-exonic","multiexon SJ match"
"10","BambuTx99","ENST00000795805","ENSG00000303579","ENSG00000303579","ENSG00000303579","j","-",1053013,1056704,1398,3,"non-coding",0.9999981,"multi-exonic","multiexon SJ match"
"9","BambuTx990","ENST00000808371","ENSG00000305069","ENSG00000305069","ENSG00000305069","j","-",35729051,35732184,459,2,"non-coding",0.99992543,"multi-exonic","multiexon SJ match"
"9","BambuTx991","ENST00000643932","ENSG00000137103","ENSG00000137103","TMEM8B","j","+",35853154,35854426,551,2,"non-coding",0.89910734,"multi-exonic","multiexon SJ match"
"9","BambuTx992","ENST00000336755","ENSG00000147905","ENSG00000147905","ZCCHC7","j","+",37120516,37357387,1249,8,"non-coding",0.9999722,"multi-exonic","multiexon SJ match"
"9","BambuTx993","-","BambuGene20896","-",NA,"u","-",39657488,39663155,1698,2,"non-coding",0.9999967,"multi-exonic","intergenic"
"9","BambuTx994","ENST00000809451","ENSG00000284116","ENSG00000284116","ENSG00000284116","j","-",40091354,40107462,1051,3,"non-coding",0.9999647,"multi-exonic","multiexon SJ match"
"9","BambuTx995","ENST00000841033","ENSG00000309428","ENSG00000309428","ENSG00000309428","j","+",63812941,63819214,1960,2,"non-coding",0.9999769,"multi-exonic","multiexon SJ match"
"9","BambuTx996","ENST00000644653","ENSG00000285130","ENSG00000165060","FXN","j","+",69035760,69037286,844,2,"non-coding",0.9999633,"multi-exonic","multiexon SJ match"
"9","BambuTx997","ENST00000715873","ENSG00000232590","ENSG00000232590","ENSG00000232590","j","+",73684502,73726716,537,2,"non-coding",0.9999848,"multi-exonic","multiexon SJ match"
"9","BambuTx998","ENST00000817340","ENSG00000203321","ENSG00000203321","CARNMT1-AS1","j","+",74952375,74953504,518,2,"non-coding",0.9948479,"multi-exonic","multiexon SJ match"
