TXNAME	GENEID	R1_H1975.bam	R2_H1975.bam	R3_H1975.bam	R1_HCC827.bam	R2_HCC827.bam	R3_HCC827.bam
ENST00000678289	ENSG00000130414	0	0	0	1	0	1
ENST00000678290	ENSG00000070756	0	0	0	60.99039	210.61013	3.00125
ENST00000678294	ENSG00000174080	2	2	1	0	0	2
ENST00000678299	ENSG00000144867	1449.34204	1344.60231	1337.78795	744.40067	372.80256	667.13394
ENST00000678300	ENSG00000113013	15	12	17	7	2	6
ENST00000678302	ENSG00000075413	0	0	0	1	0	1
ENST00000678307	ENSG00000162923	0	0	0	3	1	3
ENST00000678311	ENSG00000129473	0	0	1	0.5	2	0
ENST00000678320	ENSG00000143801	3	1	6	0	0	0
ENST00000678322	ENSG00000175203	19	12	16	16	11	28
ENST00000678325	ENSG00000088832	5	12	0	10	3	0
ENST00000678331	ENSG00000064601	2	2	2	0	0	0
ENST00000678332	ENSG00000136448	0	1	0	0	0	0
ENST00000678352	ENSG00000247596	0	0	0	0	9.80384	0
ENST00000678357	ENSG00000164733	3	3	2	0	0	2
ENST00000678358	ENSG00000147601	1	0	1	0.04911	0	0
ENST00000678367	ENSG00000135047	1	1	1	1	0	0
ENST00000678376	ENSG00000196531	27	25	28	21	20	20
ENST00000678384	ENSG00000113013	0	0	0	0	0	1
ENST00000678389	ENSG00000138757	10	5	3	0	0	0
ENST00000678390	ENSG00000139168	0	0	0	0.0104	0	0
ENST00000678395	ENSG00000109861	10	11	5	1	1	0
ENST00000678404	ENSG00000123815	0	1	0	0	0	1
ENST00000678405	ENSG00000115053	0	1	0	0	0	0
ENST00000678408	ENSG00000088832	3	4	5	2.60747	0	0
ENST00000678414	ENSG00000147140	1	1	2	5	1	2
ENST00000678415	ENSG00000103811	3	1	3	0	1	0
ENST00000678416	ENSG00000196531	3	3	1	1	1	4
ENST00000678419	ENSG00000123815	0	1	1	0	0	0
ENST00000678430	ENSG00000183735	1.50355	0	0	1.06438	0.60542	0.06323
ENST00000678431	ENSG00000122566	0	1	0	0	0	0
ENST00000678434	ENSG00000164615	17	19	11	24	0	13
ENST00000678436	ENSG00000107959	0	1	0	0	0	0
ENST00000678437	ENSG00000147140	5	7	5	12	2	9
ENST00000678438	ENSG00000106682	0	1	0	0	0	0
ENST00000678440	ENSG00000179455	0	1	0	0	0	0
ENST00000678443	ENSG00000064601	0	1	1	0	0	1
ENST00000678449	ENSG00000122566	0	0	1	0	0	0
ENST00000678450	ENSG00000182718	1	0	1	0	0	0
ENST00000678452	ENSG00000164182	387	387	377	240	168	170
ENST00000678454	ENSG00000100412	1	0	0	2	0	2
ENST00000678463	ENSG00000011143	10	11	5	5	1	3
ENST00000678464	ENSG00000109861	6	1	1	1	0	0
ENST00000678467	ENSG00000123815	2	1.66311	0	0	0	4.9887
ENST00000678480	ENSG00000166352	4	7	6	1	0	0
ENST00000678488	ENSG00000161057	0	0	1	0	0	0
ENST00000678498	ENSG00000196188	2	0	0	0	0	0
ENST00000678499	ENSG00000138398	59	78	66	31	28	37
ENST00000678502	ENSG00000258643	36	44	28	7	2	5
ENST00000678505	ENSG00000175203	0	0	4	0	0	1
ENST00000678506	ENSG00000109861	2	2	3	0	0	0
ENST00000678508	ENSG00000156508	0	0	0	1	0	0
ENST00000678510	ENSG00000142541	0.10918	0.08094	0.98546	0.65877	0.32879	2.22512
ENST00000678515	ENSG00000156508	0.08105	0.05723	0.27075	0.00002	0.00495	0.01077
ENST00000678519	ENSG00000100883	3	2	0	0	0	0
ENST00000678528	ENSG00000135316	3.19594	0.00001	0.91692	0.00003	0	0.00003
ENST00000678531	ENSG00000119638	0	2	0	0	0	1
ENST00000678535	ENSG00000168610	1	0	0	0	0	0
ENST00000678536	ENSG00000079785	0	2	0	0	0	0
ENST00000678543	ENSG00000139168	0	0.20639	0	0	0	0
ENST00000678549	ENSG00000247596	0	3	1	3	0	4
ENST00000678552	ENSG00000138757	11	8	5	3	1	2
ENST00000678557	ENSG00000112357	3	4	3	0	0	1
ENST00000678563	ENSG00000171552	5	13	9	10	9	33
ENST00000678576	ENSG00000136448	0	0	3	0	0	1
ENST00000678577	ENSG00000104969	0	0	0.22065	0	0	0
ENST00000678583	ENSG00000197635	0.20533	0	0	0	0.28044	0
ENST00000678588	ENSG00000107371	0	0	0.4475	0	0.18508	0
ENST00000678595	ENSG00000104969	0	2	0	0	0	0
ENST00000678598	ENSG00000164733	2	3	1	4	0	1
ENST00000678599	ENSG00000135047	1	1	0	0	0	0
ENST00000678602	ENSG00000001497	8.84939	12.6623	15.91928	8.53827	0	3.89702
ENST00000678609	ENSG00000108298	333	7	85	14	116	6
ENST00000678618	ENSG00000135316	3	0	0	1	0	0
ENST00000678625	ENSG00000090621	0	1	0	0	1	0
ENST00000678628	ENSG00000132002	3	0	0	0	0.91888	0
ENST00000678629	ENSG00000164733	1	4	0	1	0	3
ENST00000678641	ENSG00000011143	1	0	0	0	0	0
ENST00000678643	ENSG00000196262	0	0	0	0	0	0.00148
ENST00000678647	ENSG00000130816	0	1	0	1	1	0
ENST00000678648	ENSG00000158864	0	0	1	0	0	0
ENST00000678650	ENSG00000165280	0	0	1	0	0	0
ENST00000678660	ENSG00000147140	3	4	1	8	2	0
ENST00000678671	ENSG00000171552	8	5	3	2	0	1
ENST00000678679	ENSG00000173692	0	1	0	0	0	0
ENST00000678689	ENSG00000084623	11	13	7	12	5	4
ENST00000678697	ENSG00000122566	5	0	2	0	0	0
ENST00000678703	ENSG00000156508	69	62	53	85	23	77
ENST00000678709	ENSG00000070756	1	2	3	1	0	0
ENST00000678714	ENSG00000109685	0	3	0	0	0	0
ENST00000678717	ENSG00000128039	4	0	0	1	1	0
ENST00000678724	ENSG00000178035	3	5	1	0	0	0
ENST00000678727	ENSG00000103811	4	1	0	1	0	2
ENST00000678728	ENSG00000104218	0	0	0	0	1	0
ENST00000678743	ENSG00000184012	0	0	0	0	0	1
ENST00000678745	ENSG00000137806	4	0	0	0	0	0
ENST00000678749	ENSG00000119638	0	1	1	0	0	0
ENST00000678757	ENSG00000108654	0.90516	0	1	0	0	0
ENST00000678761	ENSG00000144381	2	0	0	0	0	0
ENST00000678764	ENSG00000168610	0	0	1	0	0	0
ENST00000678769	ENSG00000093010	0	4	0	3	4	2
ENST00000678771	ENSG00000164615	11.64624	2.14349	4.15019	15.45369	4.03676	0.7976
ENST00000678773	ENSG00000104408	0	0	0	1	1	0
ENST00000678777	ENSG00000149474	1	0	0	0	0	0
ENST00000678779	ENSG00000122566	58	43	50	15	7	15
ENST00000678783	ENSG00000158864	0	0	0	2	0	0
ENST00000678786	ENSG00000079785	3	0	2	0	0	0
ENST00000678789	ENSG00000196262	0.00062	3	6	0	0	0
ENST00000678792	ENSG00000168610	0	1	0	0	0	0
ENST00000678794	ENSG00000113013	5	6	6	3	1	5
ENST00000678796	ENSG00000182718	0	0	0	1	0	1
ENST00000678803	ENSG00000171960	0.02239	0	0	0	3	2
ENST00000678806	ENSG00000107862	0	0	0	0	1	0
ENST00000678813	ENSG00000180228	2	0	0	0	0	0
ENST00000678814	ENSG00000108654	3	7	3	1	0	4
ENST00000678816	ENSG00000135316	1	0	2	5	0	0
ENST00000678819	ENSG00000100412	1	2	2	0	0	0
ENST00000678823	ENSG00000001497	0	1	1	1	0	0
ENST00000678827	ENSG00000168610	5	5	4	2	0	4
ENST00000678828	ENSG00000115053	1	1	0	0	0	0
ENST00000678830	ENSG00000147140	0	1	0	0	0	1
ENST00000678834	ENSG00000104218	0	0.03677	0	0	0	0
ENST00000678837	ENSG00000173692	0	0	0	4	0.81841	0
ENST00000678838	ENSG00000247596	5	2	7	3	3	4
ENST00000678839	ENSG00000186432	0	0	0.04452	0	0	0
ENST00000678842	ENSG00000084623	1	1	1	1	0	1
ENST00000678844	ENSG00000119912	1	0	0	0	0	0
ENST00000678845	ENSG00000180228	4	8	7	4	2	1
ENST00000678847	ENSG00000101868	1.97702	0.74936	0.71558	1.66821	3	0.44118
ENST00000678860	ENSG00000147601	0	0	0	0	0	1
ENST00000678868	ENSG00000093010	0	1	1	0	0	0
ENST00000678870	ENSG00000182718	16	26	27	7	2	7
ENST00000678872	ENSG00000174080	1	0	1	2	1	0
ENST00000678880	ENSG00000158864	0	1	0	0	0	0
ENST00000678886	ENSG00000103811	48	50	35	65	31	81
ENST00000678899	ENSG00000135316	28	33	31	11	2	6.50581
ENST00000678913	ENSG00000168610	1	0	0	0	1	0
ENST00000678914	ENSG00000130414	1	3	7	3	1	1
ENST00000678915	ENSG00000109861	2	2	2	2	0	1
ENST00000678917	ENSG00000162923	0	1.5	3	0	0.5	0
ENST00000678920	ENSG00000178035	0	1	1	0	0	0
ENST00000678921	ENSG00000067560	69	0.15979	65	61	2.50374	50
ENST00000678925	ENSG00000145907	1	4	0	0	0	0
ENST00000678927	ENSG00000104218	0.96685	2.16874	5.7406	0.64881	0.62555	0
ENST00000678929	ENSG00000164733	7	14	13	6	0	5
ENST00000678935	ENSG00000122566	2	3	5	0	0	0
ENST00000678939	ENSG00000064601	1	0	0	0	0	0
ENST00000678945	ENSG00000093010	4	0	0	0	0	0
ENST00000678963	ENSG00000100883	0	1	1	0	0	0
ENST00000678964	ENSG00000145907	0	3	0	1	0	0
ENST00000678968	ENSG00000084623	9	10	3	8	4	10
ENST00000678987	ENSG00000107959	1	0	0	1	0	0
ENST00000678988	ENSG00000064601	0	0	0	0	0	1
ENST00000678990	ENSG00000175203	0.01184	0.03596	0.00778	0.05809	3	0
ENST00000678993	ENSG00000175390	0	6	2	16	9	20
ENST00000678997	ENSG00000147601	1	0	0	0	0	0
ENST00000679005	ENSG00000075413	0.2609	0.56201	0	0	0.57855	0.14344
ENST00000679011	ENSG00000174080	0	0	1	0	0	0
ENST00000679014	ENSG00000168610	23	18	2.47646	15	5	8
ENST00000679022	ENSG00000166352	4.29685	8.93184	3.28484	0	0	0
ENST00000679023	ENSG00000130714	0	0	0	1	1	0
ENST00000679030	ENSG00000135047	0	0	2	0	0	0
ENST00000679031	ENSG00000156508	0	0	0	0	0	0.00098
ENST00000679032	ENSG00000109861	6	4	3	0	0	0
ENST00000679037	ENSG00000180228	7	3	0	0	0	0
ENST00000679038	ENSG00000108298	207.23047	275.59934	0.00004	574.2248	0.00004	430.59887
ENST00000679039	ENSG00000109685	0.27016	0	0	0	0	0
ENST00000679045	ENSG00000100883	0.02399	29.06827	13.19181	6.99527	10.73862	12.7145
ENST00000679046	ENSG00000161057	2	4	1	0	0	0
ENST00000679047	ENSG00000103811	0	0	0	0	2	0
ENST00000679051	ENSG00000164733	12	18	8	11	2	10
ENST00000679053	ENSG00000064601	1	1	0	0	0	0
ENST00000679055	ENSG00000065911	10	6	9	11	3	3
ENST00000679065	ENSG00000183735	0.68231	0	0.6705	1.03506	0.75644	0.05313
ENST00000679072	ENSG00000166352	2	0	1	1	0	0
ENST00000679074	ENSG00000100292	0	1	0	0	0	0
ENST00000679078	ENSG00000182481	0	1.91824	1.72217	1.2972	0	0
ENST00000679083	ENSG00000119650	9	23	17	11	11	13
ENST00000679092	ENSG00000196531	163	141	141	140	91	125
ENST00000679103	ENSG00000130816	0	1	0	1	0	0
ENST00000679104	ENSG00000197635	1	0	0	0	0	0
ENST00000679106	ENSG00000142541	0.06009	0.03311	0.0344	129.69604	62.59505	0.02099
ENST00000679109	ENSG00000182718	3	2	1	1	0	3
ENST00000679115	ENSG00000147601	0	0	0	0	2	0
ENST00000679126	ENSG00000137807	4	3	2	2	0	3
ENST00000679140	ENSG00000164733	0	1	0	0	0	0
ENST00000679149	ENSG00000135047	804	695	633	121	46	102
ENST00000679150	ENSG00000136888	0	0	2	0	0	0
ENST00000679157	ENSG00000135047	52.6675	0.0001	116.27635	0.00001	0.00001	0.00001
ENST00000679158	ENSG00000130414	13	9	8	10	6	24
ENST00000679161	ENSG00000106682	14.29781	17.15837	21.28473	11.3539	6.05405	0
ENST00000679172	ENSG00000103811	41	45	43	16	18	26
ENST00000679179	ENSG00000204256	1	0	1	0	0	0
ENST00000679183	ENSG00000130414	0	0	0	1	0	0
ENST00000679184	ENSG00000139168	0	0	0	1	0	0
ENST00000679185	ENSG00000168610	3	2	3	3	0.5	1
ENST00000679190	ENSG00000181163	9	6	2	4	0	4
ENST00000679195	ENSG00000088832	0	0	0	0.97304	0	0
ENST00000679199	ENSG00000109861	0	2	1	1	1	1
ENST00000679205	ENSG00000161057	0	1	0	0	4	0
ENST00000679208	ENSG00000067560	6	15	1	0	1	1
ENST00000679214	ENSG00000164733	88	93	67	45	17	51
ENST00000679224	ENSG00000109861	4	4	6	6	2	11
ENST00000679233	ENSG00000181163	4	10	9	13	11	5
ENST00000679240	ENSG00000137806	7.63923	6.72165	7	5	4	3
ENST00000679241	ENSG00000071553	1	0	0	0	0	0
ENST00000679244	ENSG00000091136	0	0	0	0	1	0
ENST00000679247	ENSG00000106588	225.37581	248.47798	273.6961	0	0	0.00002
ENST00000679250	ENSG00000161057	4	10	10	6	1	2
ENST00000679279	ENSG00000105723	0	0	1	0	0	0
ENST00000679284	ENSG00000100412	0.32587	0.07874	0.025	0.57764	2.06713	0.10079
ENST00000679286	ENSG00000112357	0	1	0	0	0	0
ENST00000679290	ENSG00000084623	13	9	8	14	2	9
ENST00000679295	ENSG00000104218	0	0.0896	0	0	0	0
ENST00000679296	ENSG00000247596	0	0	1	0	0	0
ENST00000679304	ENSG00000119912	0	0	0	0.41692	0.02468	0.2001
ENST00000679307	ENSG00000175203	3.41815	0.06365	0.0905	0.01867	0	2.6589
ENST00000679308	ENSG00000130414	1	2	0	0	1	0
ENST00000679320	ENSG00000100412	1	0	0	0	0	0
ENST00000679326	ENSG00000137563	2	1	1	0	1	0
ENST00000679328	ENSG00000170144	0	1	0	0	0	0
ENST00000679331	ENSG00000010278	5	8.76867	9	16	3	0.03249
ENST00000679341	ENSG00000161057	12	9	10	0	2	0
ENST00000679346	ENSG00000182481	1	0	1	0	0	0
ENST00000679348	ENSG00000115053	33.10968	0	25.02434	18.45559	2.98059	23.97577
ENST00000679355	ENSG00000044574	0	2	1	1	1	0
ENST00000679358	ENSG00000135114	1	0	0	0	0	0
ENST00000679359	ENSG00000253710	1	2	3	0	1	3
ENST00000679366	ENSG00000185624	0	0	0	0	0	1
ENST00000679368	ENSG00000150768	0	0	1	0	0	0
ENST00000679380	ENSG00000185885	24.97352	32.20862	23.22471	8.29113	0	12.8532
ENST00000679382	ENSG00000142089	0	0	0	0	0	0.00004
ENST00000679389	ENSG00000213995	3	2	1	2	0	2
ENST00000679394	ENSG00000079482	0	0	0	1	0	0
ENST00000679396	ENSG00000185624	5	6	4	0	0	0
ENST00000679397	ENSG00000120697	0	0	0	0	0	1
ENST00000679398	ENSG00000095787	2	0	1	1	1	1
ENST00000679401	ENSG00000204852	2	0	0	0	0	0
ENST00000679408	ENSG00000157601	1	1	0	0	0	0
ENST00000679412	ENSG00000254469	1	0	1	1	0	5
ENST00000679425	ENSG00000154743	5	3	3	0	0	2
ENST00000679439	ENSG00000185624	5	5	4	6	4	15
ENST00000679454	ENSG00000138031	0	1	0	0	0	0
ENST00000679459	ENSG00000018510	0	1	0	0	0	0
ENST00000679463	ENSG00000168484	1	0	0	0	0	0
ENST00000679467	ENSG00000089127	4	1	0	0	0	0
ENST00000679478	ENSG00000018510	0	1	0	0	0	0
ENST00000679481	ENSG00000183785	0	0.2903	0	0	0	0
ENST00000679485	ENSG00000119977	5	6	7	1	0	0
ENST00000679496	ENSG00000139793	1	0	0	0	0	0
ENST00000679503	ENSG00000003393	2.46426	0	0	0	0	0
ENST00000679507	ENSG00000055332	1	0	0	0	1	0
ENST00000679512	ENSG00000163131	0	0	0	0	2	2
ENST00000679519	ENSG00000131043	0	0	0	1	0	0
ENST00000679525	ENSG00000132424	0	2	0	0	0	0
ENST00000679535	ENSG00000184009	0	3.99999	2	2	0	1.55913
ENST00000679537	ENSG00000154743	0	1	0	1	0.25897	0
ENST00000679538	ENSG00000166598	63.92798	80.49363	49.19131	16.0892	0	6.88102
ENST00000679539	ENSG00000159063	0	0	1	0	0	0
ENST00000679540	ENSG00000100023	40	51	30	15	3	24
ENST00000679543	ENSG00000157601	0	1	0	0	0	1
ENST00000679544	ENSG00000253710	17	23	12	2	4	5
ENST00000679545	ENSG00000123983	1	2	0	1	0	1
ENST00000679559	ENSG00000159063	1	0	0	0	0	0
ENST00000679574	ENSG00000144233	0	0	1	1	0	0
ENST00000679581	ENSG00000159063	0	0	0.27002	0	0	0
ENST00000679582	ENSG00000163131	0	1	2	0	0.17442	0
ENST00000679592	ENSG00000135297	1	0	0	0	0	0
ENST00000679594	ENSG00000168003	1.09729	0.50435	0.57396	1.66284	0	0.77331
ENST00000679597	ENSG00000147955	1	3	1	0	0	1
ENST00000679601	ENSG00000169379	0	0	1	0	0	0
ENST00000679609	ENSG00000239900	0	0	0	0	0	1
ENST00000679613	ENSG00000177646	1	0	0	0	0	0
ENST00000679624	ENSG00000166949	1	1	3	0	0	2
ENST00000679626	ENSG00000157601	0	1	0	1	0	0
ENST00000679627	ENSG00000135297	0	0	1	0	0	0
ENST00000679631	ENSG00000139985	5	5	3	0	0	0
ENST00000679636	ENSG00000185201	6	3	22	0	0	0
ENST00000679639	ENSG00000018510	0	1.66609	0	0	0	0
ENST00000679643	ENSG00000105835	0	1	1	0	0	0
ENST00000679644	ENSG00000126709	7	2	1	2	1	2
ENST00000679661	ENSG00000136943	0	0	0	1	1	0
ENST00000679667	ENSG00000131043	0.06101	0	0	0.00001	0	0.00001
ENST00000679670	ENSG00000154743	2	4	1	2	0	2
ENST00000679673	ENSG00000120697	3	6	5	0	0	0
ENST00000679688	ENSG00000185624	0.24212	0	0	0	0	0
ENST00000679697	ENSG00000159063	1	3	4	0	0	0
ENST00000679698	ENSG00000168214	0.08114	0	0	0	0	0
ENST00000679699	ENSG00000154743	24	32	17	4	2	6
ENST00000679703	ENSG00000198912	0	2	0	0	0	0
ENST00000679705	ENSG00000157601	0	1	0	0	0	0
ENST00000679708	ENSG00000149231	0	1	1	0	0	0
ENST00000679712	ENSG00000167986	0	0	0	0	0	1
ENST00000679715	ENSG00000177646	0.31978	0.02114	2	0.3238	0.67346	0.02471
ENST00000679723	ENSG00000239900	14	19	12	12	12	15
ENST00000679727	ENSG00000100749	0	0	0	0	0	2
ENST00000679736	ENSG00000100749	4	9.52016	10.66977	1	0	1
ENST00000679740	ENSG00000128487	53	64	53	25	16	35
ENST00000679747	ENSG00000124198	0	0.61326	0	0.74887	0.84546	0.49482
ENST00000679751	ENSG00000086189	20	10	10	9	0	6
ENST00000679752	ENSG00000058056	0.58288	0.734	1.11222	0.07851	4.91985	1.27925
ENST00000679753	ENSG00000171631	6	11	8	0	1	0
ENST00000679756	ENSG00000154743	2	2	2	0	0	1
ENST00000679765	ENSG00000185885	44	46	49	1	1	2
ENST00000679767	ENSG00000089127	0	1	1	0	0	0
ENST00000679771	ENSG00000107201	0	1	0	0	0	0
ENST00000679776	ENSG00000128272	0	0	0	0	1	0
ENST00000679778	ENSG00000184009	0	0	0	0	0	1
ENST00000679789	ENSG00000122591	0	0	0	0	0	1
ENST00000679793	ENSG00000142089	41.09975	44	22.80372	4	4.74196	6.81948
ENST00000679795	ENSG00000100023	1	1	0	2	0	1
ENST00000679797	ENSG00000144233	1	0	0	0	0	0
ENST00000679798	ENSG00000105127	0.91762	0	0	0	0	0
ENST00000679804	ENSG00000117054	0	0	0	1	0	0
ENST00000679811	ENSG00000225830	0.05238	0	0	0	0	0
ENST00000679812	ENSG00000111331	1	0	0	0	0	0
ENST00000679819	ENSG00000128487	21	20	22	12	6	11
ENST00000679829	ENSG00000150768	0	1	0	0	0	0
ENST00000679830	ENSG00000142089	0	2	1	0	0	0
ENST00000679836	ENSG00000128039	45	28	19	15	4	24
ENST00000679837	ENSG00000120697	6	4	7	10	5	9
ENST00000679853	ENSG00000118217	14.5449	0	0.12979	0	0	0
ENST00000679875	ENSG00000150990	0	0.13073	0	0.03584	0.11282	1
ENST00000679876	ENSG00000154743	0	0	1	0	0	0
ENST00000679883	ENSG00000168000	217	200	192	156	85	188
ENST00000679895	ENSG00000125875	0	1	1	0	0	0
ENST00000679897	ENSG00000119917	0	0.5	0	0	0	0
ENST00000679902	ENSG00000165280	0.03754	0.02001	0	0.05385	0	0.01322
ENST00000679908	ENSG00000168003	2	5	2.5	0.5	0.5	1
ENST00000679909	ENSG00000175164	5	3	4	1	1	4
ENST00000679914	ENSG00000079482	2	0.71493	0	3	4	0
ENST00000679935	ENSG00000134183	0	0	0	0	0	1
ENST00000679939	ENSG00000003393	0	0.09482	0	0	0	0
ENST00000679948	ENSG00000101160	2.06063	5	0	2.6847	3.00511	4
ENST00000679951	ENSG00000105835	1	0	0	0	0	1
ENST00000679957	ENSG00000135744	0	1	0	0	0	0
ENST00000679977	ENSG00000100749	0	2	0	0	0	0
ENST00000679984	ENSG00000119977	0	0	0	0	1	0
ENST00000679994	ENSG00000018510	1	1	1	0	0	0
ENST00000679997	ENSG00000275700	9	20	12	23	15	26
ENST00000679998	ENSG00000137959	0	0	1	0	0	0
ENST00000680006	ENSG00000127022	1	0	0	0	0	0
ENST00000680011	ENSG00000185201	0	0	1	0	0	0
ENST00000680013	ENSG00000127022	0	0	0.70394	0	0	1
ENST00000680022	ENSG00000100023	0	0	0	0	0	0.07342
ENST00000680024	ENSG00000138138	125	99	113	43	22	39
ENST00000680026	ENSG00000139645	0	1	0	0	0	0
ENST00000680037	ENSG00000119917	6	0.5	7	4	0	1
ENST00000680042	ENSG00000127022	1	0	0	0	0	0
ENST00000680045	ENSG00000144233	0	1	0	0	0	0
ENST00000680050	ENSG00000125875	2	8	3	0	0	1
ENST00000680054	ENSG00000198912	0	3	0	1	0	1
ENST00000680058	ENSG00000253710	0.30883	0	0.49768	1.47656	2.31215	0
ENST00000680062	ENSG00000086189	0	0	1	0	0	0
ENST00000680076	ENSG00000185624	0	0	0	0.1886	0	0
ENST00000680087	ENSG00000163382	10	15	10	9	7	12
ENST00000680090	ENSG00000111331	0	1	0	0	0	0
ENST00000680099	ENSG00000185201	6	2	4	0	0	0
ENST00000680107	ENSG00000225830	7	11	7	0	0	3
ENST00000680130	ENSG00000124198	0	0	0.51485	0	1.91048	0
ENST00000680131	ENSG00000135297	0	1	1	1	0	4
ENST00000680136	ENSG00000232110	10	8	6	5	0	0
ENST00000680139	ENSG00000125347	2	2	0	1	1	0
ENST00000680144	ENSG00000119977	3	3	5	4	0	3
ENST00000680156	ENSG00000101160	0	0.5712	0	1.57824	1.8903	1.74124
ENST00000680159	ENSG00000136943	0	0	0	0	0	1
ENST00000680160	ENSG00000113161	0	1	0	0	0	0
ENST00000680169	ENSG00000198912	7	3	2	7	0	3
ENST00000680176	ENSG00000157601	1	0	1	1	0	1
ENST00000680178	ENSG00000197102	0.43235	0	0	0	0	0
ENST00000680185	ENSG00000131043	3	1	0	0.06867	3	0.04693
ENST00000680197	ENSG00000185201	1	0	1	0	0	0
ENST00000680202	ENSG00000143740	3	3	2	6	2	4
ENST00000680206	ENSG00000101160	1	0	2	0	0	0
ENST00000680208	ENSG00000185624	0	0	0	1	0	0
ENST00000680209	ENSG00000142089	13	3	8	2	6	2
ENST00000680215	ENSG00000183486	0	0.38707	0.23693	0	0	0
ENST00000680221	ENSG00000136943	5	8	9	8	5	3
ENST00000680222	ENSG00000100749	0	1	0	0	0	0
ENST00000680226	ENSG00000185624	0	0	1	0	0	0
ENST00000680227	ENSG00000184009	38	32	24	27	6	26
ENST00000680233	ENSG00000225830	0.84205	0	0	1.29903	0	2
ENST00000680234	ENSG00000044574	0	0	0	0	0	0.01932
ENST00000680238	ENSG00000135297	0	1	0	0	0	0
ENST00000680241	ENSG00000141252	3	3	0	0	0	0
ENST00000680244	ENSG00000147955	110	167	99	5	8	13
ENST00000680245	ENSG00000105127	0	0	0	0	0	1
ENST00000680246	ENSG00000144233	0	1	0	0	0	0
ENST00000680247	ENSG00000131043	13	18	15	6	4	5
ENST00000680251	ENSG00000123983	9	10	6	0	0	2
ENST00000680254	ENSG00000213995	47	59	36	43	21	34
ENST00000680255	ENSG00000046647	182	147	167	294	185	298
ENST00000680257	ENSG00000044574	0	0	1	1	0	0
ENST00000680262	ENSG00000079482	0	2	0	3	2	0
ENST00000680275	ENSG00000154743	1	0	0	0	0	0
ENST00000680277	ENSG00000147955	12	13	6	13	7	10
ENST00000680287	ENSG00000003393	0	1	2	0	0	1
ENST00000680288	ENSG00000163131	1	0	0	2	0	1
ENST00000680289	ENSG00000135297	0	1	0	0	0	1
ENST00000680295	ENSG00000137959	13	10	14	2	1	3
ENST00000680297	ENSG00000168003	0	0.00235	0	0	0	0
ENST00000680298	ENSG00000136699	21.77647	19.08407	17.24245	16.79556	3	17.37258
ENST00000680311	ENSG00000163131	0	0	0	2	0	0
ENST00000680312	ENSG00000213995	0	0	0	2	0	0
ENST00000680316	ENSG00000166598	0	1	0	0	0	2
ENST00000680325	ENSG00000130921	3	2	0	0	0	0
ENST00000680330	ENSG00000275700	1	0	0	0	0	0
ENST00000680331	ENSG00000150768	1	0	1	0	0	0
ENST00000680335	ENSG00000100749	0	0	1	0	0	0
ENST00000680340	ENSG00000275700	7	17	6	13	5	18
ENST00000680341	ENSG00000137509	1	2	2	0	2	0
ENST00000680343	ENSG00000166794	13	14	3	4	1	5
ENST00000680344	ENSG00000185201	0.00002	37.99996	52.99994	0	0	0
ENST00000680354	ENSG00000154743	0	2	0	0	0	0
ENST00000680368	ENSG00000185624	0	0.00277	0	0	0	0
ENST00000680370	ENSG00000166598	4	1	1	1	0	0
ENST00000680378	ENSG00000239900	0	1	0	1	0	0
ENST00000680382	ENSG00000123983	0	0	0	0	0.61026	0
ENST00000680385	ENSG00000136943	0	0	0	1	5	1
ENST00000680386	ENSG00000101160	0	0	0	0	0	1
ENST00000680395	ENSG00000123983	4	6	2	0	0	1
ENST00000680399	ENSG00000159063	1	0	0	0	0	0
ENST00000680402	ENSG00000124523	1	0	1	28	11	20
ENST00000680411	ENSG00000150768	0.02651	0	0	0	0	0
ENST00000680412	ENSG00000131043	0	1	0	0	0	0
ENST00000680421	ENSG00000154743	1	1	0	0	0	0
ENST00000680432	ENSG00000124523	3	2	1	11	2	5
ENST00000680437	ENSG00000137509	0	2	0	0	0	0
ENST00000680438	ENSG00000111331	2	0	0	0	0	0
ENST00000680441	ENSG00000003393	0	0	0	0	0	0.13401
ENST00000680442	ENSG00000124523	1	4	0	0	0	1
ENST00000680444	ENSG00000239900	2	1	2	3	0	1
ENST00000680445	ENSG00000204852	0	0	0	0	0	1
ENST00000680446	ENSG00000128272	2	1	0	2	0	2
ENST00000680455	ENSG00000089127	0	0	1	0	0	0
ENST00000680462	ENSG00000118217	0	1	0	0	0	0
ENST00000680467	ENSG00000159063	0	0	1	0	0	0
ENST00000680471	ENSG00000163131	5	3	5	2	1	9
ENST00000680472	ENSG00000160710	2	2.40536	2	1	0	2
ENST00000680475	ENSG00000123983	0	1	0	0	0	0
ENST00000680483	ENSG00000085831	6	8	6	24	18	38
ENST00000680485	ENSG00000135114	6	11	8	1	1	2
ENST00000680488	ENSG00000120697	6	2	3	6	3	10
ENST00000680489	ENSG00000075702	0.37724	0	0	0	0	0
ENST00000680491	ENSG00000125875	0	0	1	0	0	0
ENST00000680493	ENSG00000178607	0.60236	0	0.27821	0	0	0
ENST00000680505	ENSG00000213995	5	2	4	5	0	2
ENST00000680511	ENSG00000168214	0	1	0	0	0	0
ENST00000680518	ENSG00000064703	1	0	1	0	0	0
ENST00000680519	ENSG00000116337	0	0	1	0	0	0
ENST00000680525	ENSG00000123983	0	1	0	0	0	0
ENST00000680529	ENSG00000163382	15	23	6.87449	13	2.82557	8
